title,author,isbn,goodreads_id,goodreads_shelf,status,owned,rating,page_count,published_year,goodreads_date_read,publisher
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,9781423101468,2120932,read,read,true,4,361,2008,2010/01/01,Hyperion Books for Children
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,9781416914280,256683,read,read,true,2,485,2007,2011/01/01,Margaret K. McElderry Books
The Perks of Being a Wallflower,Stephen Chbosky,,22628,read,read,true,5,213,1999,2010/01/01,MTV Books/Pocket Books
"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,9780142437179,2956,read,read,true,3,327,2002,2011/01/01,Penguin Classics
The Phantom Tollbooth,Norton Juster,9780394820378,378,read,read,true,5,256,1996,2009/01/01,Random House Bullseye Books
"Holes (Holes, #1)",Louis Sachar,9780439244190,38709,read,read,true,3,272,2000,2010/01/01,Scholastic
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,9781595141743,345627,read,read,true,5,332,2007,2010/01/01,G.P. Putnam's Sons Books for Young Readers
In the Company of Men: A Woman at the Citadel,Nancy R. Mace,9780689840036,299763,read,read,true,4,238,2002,2018/01/01,Simon and Schuster
Night,Elie Wiesel,9780374500016,1617,read,read,true,4,120,2006,2023/01/01,Hill & Wang
"The Hard Questions: 100 Essential Questions to Ask Before You Say ""I Do""",Susan Piver,9780593418871,57155112,read,read,true,4,128,2021,2021/01/01,Tarcher
Elvis and Me: The True Story of the Love Between Priscilla Presley and the King of Rock N' Roll,Priscilla Beaulieu Presley,9780593639566,63376550,read,read,true,4,288,2023,2023/01/01,Berkley
The Old Man and the Sea,Ernest Hemingway,9780684830490,2165,read,read,true,3,96,1996,2016/01/01,Scribner
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,9780120000319,40727118,read,read,true,4,279,,2010/01/01,Disney-Hyperion
Because of Winn-Dixie,Kate DiCamillo,9780763616052,357664,read,read,true,3,182,2001,2010/01/01,Candlewick Press
Where the Red Fern Grows,Wilson Rawls,9780375806810,10365,read,read,true,4,272,2000,2007/01/01,Yearling
The Handmaid's Tale,Margaret Atwood,9781328879943,34454589,read,read,true,3,320,2017,2023/01/01,Houghton Mifflin Harcourt
Fahrenheit 451,Ray Bradbury,,13079982,read,read,true,3,249,2011,2012/01/01,Simon & Schuster
The Book Thief,Markus Zusak,,19063,read,read,true,3,592,2006,2013/01/01,Alfred A. Knopf
Romeo and Juliet,William Shakespeare,,59926998,read,read,true,3,301,2011,2011/01/01,Simon & Schuster Paperbacks
"The Giver (Giver, #1)",Lois Lowry,9780385732550,3636,read,read,true,4,208,2006,2016/01/01,Ember
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,9781612130293,10818853,read,read,true,4,356,2011,2016/01/01,Vintage
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,9780439023511,7260188,read,read,true,4,390,2010,2014/01/01,Scholastic Press
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,9780439023498,6148028,read,read,true,4,391,2009,2014/01/01,Scholastic Press
The Kite Runner,Khaled Hosseini,,17165596,read,read,true,3,371,2013,2012/01/01,Riverhead Books
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,9780439023481,2767052,read,read,true,4,374,2008,2014/01/01,Scholastic Press
"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,,42844155,read,read,true,4,333,2015,2017/01/01,Pottermore Publishing
The Diary of a Young Girl,Anne Frank,,127441416,read,read,true,3,256,1994,2023/01/01,Bantam Books
"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,,16070903,read,read,true,5,241,2012,2025/01/14,Abbi Glines
We Were the Lucky Ones,Georgia Hunter,9780399563089,30267929,read,read,true,4,403,2017,2024/08/01,Viking
From Here to the Great Unknown,Lisa Marie Presley,9780593733875,204905217,read,read,true,5,304,2024,2024/12/13,Random House
Columbine,Dave Cullen,9780446546928,7114996,read,read,true,3,476,2010,2024/01/01,Twelve
Speak,Laurie Halse Anderson,9780374311254,39280444,read,read,true,5,224,2019,2024/04/01,"Farrar, Straus and Giroux (BYR)"
"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,,51901147,read,read,true,4,541,2020,2024/02/01,Scholastic Press
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,,62627512,read,read,true,5,373,2023,2024/08/01,Atria Books
"Zane & Lucky's First Christmas (Forever Love, #3.5)",J.S. Cooper,9781940218076,19503857,read,read,true,3,142,2013,,J. S. Cooper
World War Z: An Oral History of the Zombie War,Max Brooks,9780307346605,8908,to-read,unread,true,,342,2006,,Crown
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,9780671728687,767171,to-read,unread,true,,1147,1990,,Simon & Schuster
"The Perfect Marriage (Perfect, #1)",Jeneva Rose,9781913419653,53450790,to-read,unread,true,,337,2020,,Bloodhound Books
Never Never,Colleen Hoover,9781335004888,63120226,read,read,true,5,416,2023,,Canary Street Press
"Maybe Now (Maybe, #2)",Colleen Hoover,,42657538,read,read,true,5,414,2018,,Wattpad
Too Late,Colleen Hoover,9781538756614,127555313,read,read,true,5,357,2023,,Grand Central Publishing
"Twisted Perfection Signed Limited Edition by Glines, Abbi (2013) Hardcover",Abbi Glines,,136967218,read,read,true,5,0,,,Atria Books
"My Vincent Boys (The Vincent Boys, #3)",Abbi Glines,,18366305,read,read,true,5,,,,
As She Fades,Abbi Glines,9781250133861,34499238,read,read,true,3,272,2018,,Feiwel & Friends
"One More Chance: A Rosemary Beach Novel (The Rosemary Beach Series) by Glines, Abbi (September 2, 2014) Paperback",Abbi Glines,,137343540,read,read,true,5,,2014,,SIMON & SCHUSTER
"Going Too Far (Rosemary Beach, #14)",Abbi Glines,,25102105,read,read,true,5,240,2022,,
Hold on Tight (Sea Breeze 8) by Abbi Glines (2014-10-23),Abbi Glines,,139204176,read,read,true,5,0,,,Simon & Schuster Ltd; edition (2014-10-23)
"When You're Back (Rosemary Beach, #11)",Abbi Glines,9781476776125,23452649,read,read,true,5,274,2015,,Simon and Schuster
Where the Sidewalk Ends,Shel Silverstein,9780060513030,30119,read,read,true,2,176,2002,,Harpercollins Childrens Books
"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,9780394800011,233093,read,read,true,5,61,1985,,Random House Books for Young Readers
A Christmas Carol,Charles Dickens,9781561797462,5326,read,read,true,4,184,1999,,Bethany House Publishers
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,,1,to-read,unread,true,,652,2006,,Scholastic Inc
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,,136251,to-read,unread,true,,759,2007,,Arthur A. Levine Books
"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,9780618640157,33,to-read,unread,true,,1216,2005,,Houghton Mifflin Harcourt
Goodnight Moon,Margaret Wise Brown,9780060775858,32929,read,read,true,3,32,2005,,HarperCollins
The Lorax,Dr. Seuss,9780679889106,7784,read,read,true,5,72,1998,,Random House Childrens Books
How the Grinch Stole Christmas!,Dr. Seuss,9780007173044,113946,read,read,true,5,64,2004,,Harper Collins Children's Books
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,,100915,read,read,true,4,206,2005,,HarperCollins Publishers
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,9780142403884,6310,read,read,true,4,176,2005,,Puffin Books
The Very Hungry Caterpillar,Eric Carle,9780241003008,4948,read,read,true,5,26,1994,,Puffin Books
Green Eggs and Ham,Dr. Seuss,9780394800165,23772,read,read,true,5,64,1988,,Random House Books for Young Readers
Where the Wild Things Are,Maurice Sendak,9780099408390,19543,read,read,true,4,38,2000,,Red Fox
The Secret Garden,Frances Hodgson Burnett,9780517189603,2998,read,read,true,3,331,1998,,Children's Classics
Charlotte’s Web,E.B. White,9780064410939,24178,read,read,true,4,184,2001,,HarperCollinsPublishers
The Giving Tree,Shel Silverstein,9780060256654,370493,read,read,true,4,64,1964,,HarperCollins Publishers
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,9780066238500,11127,read,read,true,4,767,2014,,HarperCollins
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,9780345538376,30,to-read,unread,true,,1728,2012,,Ballantine Books
Bridge to Terabithia,Katherine Paterson,,40940121,read,read,true,4,190,2009,,HarperCollins
The Adventures of Tom Sawyer,Mark Twain,9780143039563,24583,read,read,true,3,244,2006,,Penguin Classics
Wuthering Heights,Emily Brontë,9780141439556,32929156,to-read,unread,true,,359,2016,,Penguin Classics
The Woman in Me,Britney Spears,9781668009048,63133205,to-read,unread,true,,288,2023,,Gallery Books
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,9780762447695,15843166,to-read,unread,true,,254,2013,,Running Press Adult
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,9780374292799,1911,to-read,unread,true,,593,2006,,"Farrar, Straus and Giroux (NY)"
Women's Letters: America from the Revolutionary War to the Present,Lisa Grunwald,9780385335539,151373,to-read,unread,true,,832,2005,,The Dial Press
The Widow of the South,Robert Hicks,9780446697439,71622,to-read,unread,true,,436,2006,,Grand Central Publishing
Whistling Past the Graveyard,Susan Crandall,9781476707723,16058610,to-read,unread,true,,307,2013,,Gallery Books
When Everything Changed: The Amazing Journey of American Women from 1960 to the Present,Gail Collins,9780316059541,6192234,to-read,unread,true,,480,2009,,"Little, Brown and Company"
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,9780544272996,21413662,to-read,unread,true,,303,2014,,Dey Street Books
"We May Dominate the World: Ambition, Anxiety, and the Rise of the American Colossus",Sean Mirski,9781541758438,62315872,to-read,unread,true,,512,2023,,PublicAffairs
Thirty Seconds Over Tokyo,Ted W. Lawson,9780965509879,539968,to-read,unread,true,,304,2002,,"Random House, Inc."
"The Taking of Jemima Boone: Colonial Settlers, Tribal Nations, and the Kidnap That Shaped America – A True Story of Rescue and Revenge in Revolutionary 1776",Matthew Pearl,9780062937780,56554585,to-read,unread,true,,288,2021,,Harper
Stories of Scottsboro,James  Goodman,9780679761594,431924,to-read,unread,true,,496,1995,,Schocken
"Steel My Soldiers' Hearts: The Hopeless to Hardcore Transformation of U.S. Army, 4th Battalion, 39th Infantry, Vietnam",David H. Hackworth,9780743246132,310826,to-read,unread,true,,464,2003,,Touchstone
Spare,Prince Harry,9780593593806,62296528,to-read,unread,true,,410,2023,,Random House
South of Broad,Pat Conroy,9780385413053,6135237,to-read,unread,true,,514,2009,,Nan A. Talese
The Sky Is Everywhere,Jandy Nelson,9780803734951,6604794,to-read,unread,true,,288,2010,,Dial Books
Sisters Under the Rising Sun,Heather   Morris,9781250320551,83667937,to-read,unread,true,,400,2023,,St. Martin's Press
The Second Mrs. Astor,Shana Abe,9781496732040,56161317,to-read,unread,true,,323,2021,,Kensington
"Scarlett: The Sequel to Margaret Mitchell's "" Gone with the Wind "" : Pt. 2 (Charnwood Library)",Alexandra Ripley,9780708986820,1356941,to-read,unread,true,,0,1992,,Charnwood (Large Print)
The Passing of Armies: An Account of the Final Campaign of the Army of the Potomac,Joshua Lawrence Chamberlain,9780553299922,895606,to-read,unread,true,,368,1992,,Bantam
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,,37470,to-read,unread,true,,661,2003,,Washington Square Press
Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America,Annie Jacobsen,9780316221047,17333289,to-read,unread,true,,575,2014,,"Little, Brown and Company"
October Sky (Coalwood #1),Homer Hickam,9780440235507,124862,to-read,unread,true,,428,1999,,Dell
No More Silence,David Whelan,9780007388905,9318460,to-read,unread,true,,304,2010,,HarperElement
"Natural Causes: An Epidemic of Wellness, the Certainty of Dying, and Killing Ourselves to Live Longer",Barbara Ehrenreich,9781478961260,35959785,to-read,unread,true,,,2018,,Twelve
My Story,Elizabeth   Smart,9781250040152,17287028,to-read,unread,true,,308,2013,,St. Martin's Press
Murder of a Medici Princess,Caroline P. Murphy,9780195314397,2477243,to-read,unread,true,,416,2008,,Oxford University Press
"My Life with Bob: Flawed Heroine Keeps Book of Books, Plot Ensues",Pamela Paul,9781627796316,31848296,to-read,unread,true,,242,2017,,Henry Holt and Co.
"The Midnight Library (The Midnight World, #1)",Matt Haig,9780525559474,52578297,to-read,unread,true,,288,2020,,Viking
Midnight in the Garden of Good and Evil,John Berendt,9780679751526,386187,to-read,unread,true,,386,1999,,Vintage
The Metal Heart,Caroline Lea,9780063075498,54798516,to-read,unread,true,,400,2021,,Harper Perennial
"Masters of Sex: The Life and Times of William Masters and Virginia Johnson, the Couple Who Taught America How to Love",Thomas Maier,9781597772518,6320234,to-read,unread,true,,411,2009,,Phoenix Audio
The Lords of Discipline,Pat Conroy,9780553271362,85443,to-read,unread,true,,512,1986,,Bantam
"Little Women (Little Women, #1)",Louisa May Alcott,,1934,to-read,unread,true,,449,2004,,Signet Classics
A Little Life,Hanya Yanagihara,9780385539258,22822858,to-read,unread,true,,720,2015,,Doubleday
"The Last of the Mohicans (The Leatherstocking Tales, #2)",James Fenimore Cooper,9780553213294,38296,to-read,unread,true,,410,1981,,Bantam
The Invisible Wall: A Love Story That Broke Barriers,Harry Bernstein,9780345495808,428223,to-read,unread,true,,297,2007,,Ballantine Books
I Could Never Be So Lucky Again,James H. Doolittle,9780887407376,1169778,to-read,unread,true,,640,1997,,Schiffer Military History
"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,9780064410342,6294,to-read,unread,true,,329,2001,,Harper Trophy
A History of the World in 100 Objects,Neil MacGregor,9781846144134,9553383,to-read,unread,true,,707,2010,,Allen Lane
"Hidden Warships: Finding World War II's Abandoned, Sunk, and Preserved Warships",Nicholas A. Veronico,9780760347560,23341693,to-read,unread,true,,256,2015,,Zenith Press
The Grapes of Wrath,John Steinbeck,9780670016907,18114322,to-read,unread,true,,536,2014,,Viking
Girl with the Pearl Earring,Tracy Chevalier,9780786540167,6997364,to-read,unread,true,,240,2004,,Plume Books
The Female Brain,Louann Brizendine,9780767920094,23968,to-read,unread,true,,304,2006,,Morgan Road Books
Fallout: The Hiroshima Cover-up and the Reporter Who Revealed It to the World,Lesley M.M. Blume,9781982128517,52764193,to-read,unread,true,,288,2020,,Simon  Schuster
Vanderbilt: The Rise and Fall of an American Dynasty,Anderson Cooper,9780062964618,56382342,to-read,unread,true,,317,2021,,Harper
Everything I Know About Love,Dolly Alderton,9780062968784,46041465,to-read,unread,true,,368,2020,,Harper
The Escape Artist: The Man Who Broke Out of Auschwitz to Warn the World,Jonathan Freedland,9780063112339,60194141,to-read,unread,true,,416,2022,,Harper
Elvis and Ginger: Elvis Presley's Fiancée and Last Love Finally Tells Her Story,Ginger Alden,9780425266335,18693653,to-read,unread,true,,400,2014,,Berkley
"Easy Company Soldier: The Legendary Battles of a Sergeant from World War II's ""Band of Brothers""",Don Malarkey,9780312378493,2298975,to-read,unread,true,,288,2008,,St. Martin's Press
Dunkirk: The History Behind the Major Motion Picture,Joshua Levine,9780008227883,34304263,to-read,unread,true,,376,2017,,William Collins
"Dune (Dune, #1)",Frank Herbert,9780593099322,44767458,to-read,unread,true,,658,2019,,Ace
Daisy Jones & The Six,Taylor Jenkins Reid,9781524798628,40597810,to-read,unread,true,,368,2019,,Ballantine Books
Crime and Punishment,Fyodor Dostoevsky,,7144,to-read,unread,true,,671,2002,,Penguin
The Choice: Embrace the Possible,Edith Eger,9781501130786,30753738,to-read,unread,true,,289,2017,,Scribner
Cain's Jawbone,E. Powys Mathers,9781783527410,50074593,to-read,unread,true,,100,2019,,Unbound
"Brothers In Battle, Best of Friends",William Guarnere,9780425217283,1056050,to-read,unread,true,,320,2007,,Berkley Hardcover
Blood Brothers: The Story of the Strange Friendship between Sitting Bull and Buffalo Bill,Deanne Stillman,9781476773520,34467014,to-read,unread,true,,304,2017,,Simon & Schuster
Beyond the Wand: The Magic & Mayhem of Growing Up a Wizard,Tom Felton,9781538741368,61062194,to-read,unread,true,,288,2022,,Grand Central Publishing
Beyond the Point,Claire  Gibson,9780062853738,37959896,to-read,unread,true,,528,2019,,William Morrow Paperbacks
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,9780743464116,42389,to-read,unread,true,,432,2002,,Simon & Schuster; Media Tie-In edition
The Astronaut Wives Club,Lily Koppel,9781455503254,16131193,to-read,unread,true,,272,2013,,Grand Central Publishing
"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,9780007205233,252577,to-read,unread,true,,452,2005,,Harper Perennial
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,9780062107060,11887020,to-read,unread,true,,502,2012,,HarperCollins
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim  Dwyer,9780805080322,177187,to-read,unread,true,,384,2006,,Times Books
"Hatchet (Brian's Saga, #1)",Gary Paulsen,9780689840920,50,read,read,true,5,208,2000,,Atheneum Books for Young Readers: Richard Jackson Books
Verity,Colleen Hoover,,59344312,read,read,true,5,336,2021,,Grand Central Publishing
"The Prologue (The Things We Can't Change, #1)",Kassandra Kush,,18892776,read,read,true,3,114,2013,,KushBooks
"Twisted Perfection (Rosemary Beach, #5)",Abbi Glines,9781476756509,17936300,read,read,true,5,247,2013,,Atria Books
"The Last Boyfriend (Forever Love, #1)",J.S. Cooper,9781940218007,17909477,read,read,true,4,214,2013,,"Amazon Digital Services, Inc."
"The Struggle (The Things We Can't Change, #2)",Kassandra Kush,,18892775,read,read,true,3,114,2013,,KushBooks
"The Healing (The Things We Can't Change, #3)",Kassandra Kush,,18892774,read,read,true,3,262,2014,,KushBooks
"Before Lucky (Forever Love, #2.5)",J.S. Cooper,9781940218038,17972023,read,read,true,3,188,2013,,J. S. Cooper
"Misbehaving (Sea Breeze, #6)",Abbi Glines,9781481406734,18072601,read,read,true,5,316,2014,,Simon Pulse
"The Other Side of Love (Forever Love, #3)",J.S. Cooper,9781940218045,18893353,read,read,true,3,308,2013,,J. S. Cooper
"Finding Cinderella (Hopeless, #2.5)",Colleen Hoover,,61782599,read,read,true,5,176,2022,,Atria Books
"Simple Perfection (Rosemary Beach, #6)",Abbi Glines,9781476756523,18051070,read,read,true,5,243,2013,,Atria
"The Ex Games (The Ex Games, #1)",J.S. Cooper,9781940218083,20320531,read,read,true,3,66,2013,,J. S. Cooper
"The Ex Games 2 (The Ex Games, #2)",J.S. Cooper,9781940218090,20404687,read,read,true,4,62,2013,,J. S. Cooper
"The Ex Games 3 (The Ex Games, #3)",J.S. Cooper,9781940218113,20494506,read,read,true,4,77,2014,,J. S. Cooper
"Three Days (Private Club, #1)",J.S. Cooper,9781940218120,20744949,read,read,true,4,67,2014,,J. S. Cooper
"Take a Chance (Rosemary Beach, #7; Chance, #1)",Abbi Glines,9781476756547,18143908,read,read,true,5,289,2014,,Atria
"One Day (Private Club, #3)",J.S. Cooper,9781940218144,20889558,read,read,true,4,94,2014,,
"Maybe Someday (Maybe, #1)",Colleen Hoover,,61782649,read,read,true,5,377,2022,,Atria Books
The Things We Can't Change Part Four: The Love Story (The Things We Can't Change #4),Kassandra Kush,,22175129,read,read,true,4,162,2014,,KushBooks
Feel Again,Caleigh Shaw,9781497467415,28943273,read,read,true,4,392,2014,,CreateSpace Independent Publishing Platform
"Rush Too Far (Rosemary Beach, #4)",Abbi Glines,9781476775944,18812575,read,read,true,5,256,2014,,Atria Books
Indelible Lovin' - Max & Jane's Story Vol. 2 (Indelible Love #2.5),D.W. Cee,,18924441,read,read,true,3,443,2013,,D.W. Cee
"Breakable (Contours of the Heart, #2)",Tammara Webber,9780425266861,17936925,read,read,true,5,361,2014,,Penguin Berkley
"The Love Trials 1 (The Love Trials, #1)",J.S. Cooper,9781940218267,22390128,read,read,true,4,101,2014,,J. S. Cooper
The Things We Can't Change Part Five: The Epilogue (The Things We Can't Change #5),Kassandra Kush,,22462014,read,read,true,4,148,2014,,KushBooks
Unlikely Attraction - Delaney's Story (Indelible Love #3),D.W. Cee,,19223640,read,read,true,3,688,2013,,D.W. Cee
"The Love Trials 2 (The Love Trials, #2)",J.S. Cooper,9781940218274,22462644,read,read,true,4,122,2014,,
"The Love Trials 3 (The Love Trials, #3)",J.S. Cooper,9781940218298,22555703,read,read,true,4,200,2014,,
"Guarding His Heart (Forever Love, #4)",J.S. Cooper,9781940218205,21955484,read,read,true,4,275,2014,,
One More Chance (Rosemary Beach #8),Abbi Glines,9781476756578,18775353,read,read,true,5,272,2014,,Atria
"The Resolution of Callie & Kayden (The Coincidence, #2)",Jessica Sorensen,,18166143,read,read,true,5,300,2014,,
"Kiro's Emily (Rosemary Beach, #9.5)",Abbi Glines,9781476792309,23166627,read,read,true,5,108,2014,,Atria Books
"You Were Mine (Rosemary Beach, #9)",Abbi Glines,9781476776071,21411887,read,read,true,5,256,2014,,Atria Books
"Time After Time (Time Between Us, #2)",Tamara Ireland Stone,9781423159810,20706641,read,read,true,5,351,2014,,LBYR Plus
"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire,9781476759586,20759554,read,read,true,5,320,2014,,Atria Books
Confess,Colleen Hoover,9781476791456,22609310,read,read,true,5,306,2015,,Atria Books
"When I'm Gone (Rosemary Beach, #10)",Abbi Glines,9781476776095,22609598,read,read,true,5,273,2015,,Simon and Schuster
"Never Never: Part Two (Never Never, #2)",Colleen Hoover,9781508953760,25352247,read,read,true,4,156,2015,,CreateSpace Independent Publishing Platform
Tess of the D'Urbervilles,Thomas Hardy,9780486415895,143499,to-read,unread,true,,321,2001,,Dover Publications
"Bad for You (Sea Breeze, #7)",Abbi Glines,9781481420747,23309596,read,read,true,5,320,2015,,Simon & Schuster Books for Young Readers
Unyielding Love - Nick & Bee's Story Vol. 1 (Indelible Love #4),D.W. Cee,,21854688,read,read,true,3,297,2014,,Chickygirl Publishing
Near Perfect Attraction - Donovan's Story (Indelible Love #3.5),D.W. Cee,,20769296,read,read,true,3,591,2014,,Chickygirl Publishing
Hold On Tight (Sea Breeze),Abbi Glines,9781481420815,23309624,read,read,true,5,288,2015,,Simon & Schuster Books for Young Readers
"Until Friday Night (The Field Party, #1)",Abbi Glines,9781481438858,24885704,read,read,true,3,336,2015,,Simon & Schuster Books for Young Readers
"Beautiful Redemption (The Maddox Brothers, #2)",Jamie McGuire,9781502541857,22717015,read,read,true,5,260,2015,,Jamie McGuire
"Something Beautiful (The Maddox Brothers, #4.5)",Jamie McGuire,9781512284041,25611413,read,read,true,5,104,2015,,CreateSpace Independent Publishing
Until the End (Sea Breeze),Abbi Glines,9781481436205,24944887,read,read,true,4,400,2015,,Simon & Schuster Books for Young Readers
"Lie for Me (Find Me, #0.5)",Romily Bernard,9780062342485,19367312,read,read,true,3,100,2014,,HarperTeen
November 9,Colleen Hoover,9781501110344,25111004,read,read,true,5,310,2015,,Atria Books
"Maybe Not (Maybe, #1.5)",Colleen Hoover,,25409732,read,read,true,5,120,2015,,Atria Books
"Under the Lights (The Field Party, #2)",Abbi Glines,9781481438896,27206467,read,read,true,3,336,2016,,Simon & Schuster Books for Young Readers
"The Best Goodbye (Rosemary Beach, #12)",Abbi Glines,9781501115318,25110992,read,read,true,5,256,2015,,Atria
"Never Never (Never Never, #1)",Colleen Hoover,9781506107158,24509473,read,read,true,4,150,2015,,CreateSpace
"Never Never: Part Three (Never Never, #3)",Colleen Hoover,,25454883,read,read,true,4,130,2016,,
"Up in Flames (Rosemary Beach, #13)",Abbi Glines,9781501115394,25814224,read,read,true,5,248,2016,,Atria Books
"Thoughtful (A Thoughtless Novel, 4)",S.C. Stephens,9781455588824,22675992,read,read,true,4,560,2015,,Forever
Beautiful Boss (Beautiful Bastard #4.5),Christina Lauren,9781501146220,28504984,read,read,true,3,118,2016,,Gallery Books
Max & Jane's Wedding (Indelible Love #9),D.W. Cee,,23320801,read,read,true,3,203,2014,,Chickygirl Publishing
"A Beautiful Funeral (The Maddox Brothers, #5)",Jamie McGuire,9781534623576,30645566,read,read,true,5,238,2016,,CreateSpace Independent Publishing Platform
"Beautiful Burn (The Maddox Brothers, #4)",Jamie McGuire,9781512284133,25611416,read,read,true,5,304,2016,,CreateSpace Independent Publishing
"The Complete Hearts Series (Hearts, #1-3)",Claire Contreras,,31455719,read,read,true,3,787,2016,,Claire Contreras
Once She Dreamed: Part Two,Abbi Glines,,33298526,read,read,true,3,112,2016,,Abbi Glines Publishing
Like A Memory (Sea Breeze Meets Rosemary Beach),Abbi Glines,9780988301351,34273346,read,read,true,5,222,2017,,Abbi Glines
"After the Game (The Field Party, #3)",Abbi Glines,9781481438933,32333318,read,read,true,3,352,2017,,Simon & Schuster Books for Young Readers
"Boys South of the Mason Dixon (South of the Mason Dixon, #1)",Abbi Glines,9780988301368,34459598,read,read,true,4,204,2017,,Abbi Glines Publishing
"Because of Lila (Sea Breeze Meets Rosemary Beach, #2)",Abbi Glines,,35651846,read,read,true,3,226,2017,,Abbi Glines Publishing
Without Merit,Colleen Hoover,9781501170621,33361210,read,read,true,5,359,2017,,Atria Books
"Darker (Fifty Shades as Told by Christian, #2)",E.L. James,9780385543910,32024902,read,read,true,5,546,2017,,Vintage Books
"Losing the Field (The Field Party, #4)",Abbi Glines,9781534403895,36373420,read,read,true,3,336,2018,,Simon & Schuster Books for Young Readers
Once She Dreamed,Abbi Glines,9781544985619,35226468,read,read,true,3,242,2017,,CreateSpace Independent Publishing Platform
"Brothers South of the Mason Dixon (South of the Mason Dixon, #2)",Abbi Glines,,38821490,read,read,true,4,198,2018,,Abbi Glines Publishing
"Sweet Little Bitch (Sweet, #4)",Abbi Glines,,40658703,read,read,true,3,172,2018,,Abbi Glines Publishing
All Your Perfects,Colleen Hoover,,169037699,to-read,unread,true,,318,,,Atria
"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,9780345803788,18373213,to-read,unread,true,,527,2014,,Vintage
"Best I've Ever Had (Sea Breeze Meets Rosemary Beach, #3)",Abbi Glines,9780998057002,45133523,read,read,true,5,220,2019,,Abbi Glines Publishing
Ready Player One,Ernest Cline,9780804190145,35210502,to-read,unread,true,,608,2018,,Ballantine Books
Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family,Omid Scobie,9780063046108,53357123,to-read,unread,true,,354,2020,,Dey Street Books
Layla,Colleen Hoover,9781542000178,52737423,to-read,unread,true,,290,2020,,Montlake
The House of Medici: Its Rise and Fall,Christopher Hibbert,9780688053390,144185,to-read,unread,true,,364,1999,,William Morrow
"Ready Player Two (Ready Player One, #2)",Ernest Cline,9781524761332,26082916,to-read,unread,true,,370,2020,,Ballantine Books
Diana: Her True Story—In Her Own Words,Andrew Morton,9781501169731,32920313,to-read,unread,true,,448,2017,,Simon & Schuster
The Wives,Tarryn Fisher,,43299266,to-read,unread,true,,352,2019,,Graydon House
"Freed (Fifty Shades as Told by Christian, #3)",E.L. James,9781728251035,57334704,read,read,true,5,768,2021,,Bloom Books
Glitter,Abbi Glines,,58326625,read,read,true,3,238,2021,,Abbi Glines Publishing
"Lady Catherine, the Earl, and the Real Downton Abbey",Fiona Carnarvon,9780385344968,17345207,to-read,unread,true,,400,2013,,Crown
Fall and Rise: The Story of 9/11,Mitchell Zuckoff,9780062275646,42654304,to-read,unread,true,,624,2019,,Harper
Lyrics of a Small Town,Abbi Glines,,58669268,read,read,true,3,208,2021,,Abbi Glines Books
About Tomorrow,Abbi Glines,,55154685,read,read,true,3,214,2020,,
