title,author,isbn,goodreads_id,goodreads_shelf,status,owned,rating,page_count,published_year,goodreads_date_read,publisher
Hope: A Memoir of Survival in Cleveland,Amanda     Berry,9780525427650,23399022,to-buy,wishlist,false,,321,2015,,Viking
Mission at Nuremberg: An American Army Chaplain and the Trial of the Nazis,Tim  Townsend,9780062300195,21420139,to-read,unread,true,,402,2014,,William Morrow
The Boo,Pat Conroy,9780937036020,771466,to-read,unread,true,,174,2005,,Old New York Book Shop Pr
Gone With the Wind,Margaret Mitchell,,34689759,to-read,unread,true,,959,2011,,Scribner
Through Their Eyes: What really happened in the world's toughest plebe system ... at least to these guys.,G.U. Steffner,,23126613,to-buy,wishlist,false,,164,2014,,
The Dirt: Confessions of the World's Most Notorious Rock Band,Tommy Lee,9780060989156,25378,to-read,unread,true,,431,2002,,HCP US (PG UK)
Survival in Auschwitz,Primo Levi,9780684826806,6174,to-buy,wishlist,false,,187,1996,,University Press of Florida
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,9780553256697,561909,to-buy,wishlist,false,,242,1974,,Bantam
"The Women's History of the Modern World: How Radicals, Rebels, and Everywomen Revolutionized the Last 200 Years",Rosalind Miles,9780062444035,53327804,to-buy,wishlist,false,,432,2021,,William Morrow Paperbacks
All in Her Head: The Truth and Lies Early Medicine Taught Us About Women’s Bodies and Why It Matters Today,Elizabeth Comen,9780063293014,158649729,to-buy,wishlist,false,,368,2024,,Harper Wave
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies,9780671662349,5509,read,read,true,5,256,1988,2025/05/05,Simon & Schuster
The Phantom of the Opera,Gaston Leroux,,17728412,read,read,true,3,386,2012,2025/04/28,
The Story of My Life,Helen Keller,9780553213874,821611,read,read,true,2,240,1990,2025/04/22,Bantam Classics
Dead Poets Society,N.H. Kleinbaum,9780553282986,67238,to-buy,wishlist,false,,166,1989,,Starfire
Running on Air,Eleventy7,,29228897,to-buy,wishlist,false,,177,2014,,Ao3
The Crucible,Arthur Miller,9780142437339,17250,to-read,unread,true,,143,2003,,Penguin Books
Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Jenna Miscavige Hill,9780062248473,15827066,to-read,unread,true,,402,2013,,William Morrow/HarperCollins (NYC)
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,9781546171461,214331246,read,read,true,4,387,2025,2025/04/07,Scholastic Press
"Breaking Dawn (Twilight Saga, #4)",Stephenie Meyer,9780316067928,1162543,read,read,true,5,756,2008,2014/01/01,"Little, Brown and Company"
Women in the Valley of the Kings: The Untold Story of Women Egyptologists in the Gilded Age,Kathleen Sheppard,9781250284358,195791072,to-buy,wishlist,false,,320,2024,,St. Martin's Press
Rat City: Overcrowding and Urban Derangement in the Rodent Universes of John B. Calhoun,Jon      Adams,9781685890995,186491482,to-buy,wishlist,false,,384,2024,,Melville House
"Dr. Calhoun's Mousery: The Strange Tale of a Celebrated Scientist, a Rodent Dystopia, and the Future of Humanity",Lee Alan Dugatkin,9780226827858,209049922,to-buy,wishlist,false,,240,2024,,University of Chicago Press
The House of My Mother: A Daughter's Quest for Freedom,Shari Franke,9781668065396,214151420,read,read,true,5,320,2025,2025/03/31,Gallery Books
999: The Extraordinary Young Women of the First Official Jewish Transport to Auschwitz,Heather Dune Macadam,9780806539362,44909230,to-read,unread,true,,464,2019,,Citadel
The Light of Days: The Untold Story of Women Resistance Fighters in Hitler's Ghettos,Judy Batalion,9780062874214,52090762,to-buy,wishlist,false,,560,2021,,William Morrow
Propaganda Girls: The Secret War of the Women in the OSS,Lisa Rogak,9781250275592,211003699,to-buy,wishlist,false,,225,2025,,St. Martin's Press
"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties",Tom O'Neill,9780316477574,43015073,to-read,unread,true,,504,2019,,"Little, Brown and Company"
Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,9780385543767,50088631,to-read,unread,true,,377,2020,,Doubleday
Mrs. Kennedy and Me: An Intimate Memoir,Clint Hill,9781451648447,13230263,to-read,unread,true,,343,2012,,Gallery Books
Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,9780670023325,11797365,to-read,unread,true,,205,2012,,Viking
Challenger: A True Story of Heroism and Disaster on the Edge of Space,Adam Higginbotham,9781982176617,199798785,to-read,unread,true,,563,2024,,Avid Reader Press / Simon & Schuster
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,,37442,to-read,unread,true,,406,2000,,ReganBooks
"Eclipse (Crepúsculo, #3)",Stephenie Meyer,9780316160209,428263,read,read,true,5,629,2007,2014/01/01,"Little, Brown and Company"
Bad Friend: How Women Revolutionized Modern Friendship,Tiffany Watt Smith,9781250870216,217387999,to-buy,wishlist,false,,304,2025,,Celadon Books
Free: My Search for Meaning,Amanda   Knox,9781538770719,219867662,to-buy,wishlist,false,,304,2025,,Grand Central Publishing
Mary Edwards Walker: America's Only Female Medal of Honor Recipient,Ammar Habib,,51411855,to-buy,wishlist,false,,311,2020,,A. H. Press
'Tis,Frank McCourt,9780006551812,4912,to-read,unread,true,,495,1999,,Flamingo
Escape,Carolyn Jessop,9780767927567,818811,to-buy,wishlist,false,,413,2007,,Broadway Books
One Hundred Years of Solitude,Gabriel García Márquez,,320,to-buy,wishlist,false,,417,2003,,Harper
Midnight Sun [2008 Draft],Stephenie Meyer,,4502877,read,read,true,,264,2008,,
Schindler’s List,Thomas Keneally,9780340606513,375013,to-buy,wishlist,false,,429,1994,,Sceptre
Beloved,Toni Morrison,9781400033416,6149,to-buy,wishlist,false,,325,2004,,Vintage
Madame Bovary,Gustave Flaubert,9780192840394,2175,to-buy,wishlist,false,,329,2004,,Oxford University Press
The Joy Luck Club,Amy Tan,,7763,to-buy,wishlist,false,,288,2006,,Penguin (Non-Classics)
A Midsummer Night’s Dream,William Shakespeare,9780743477543,1622,to-buy,wishlist,false,,298,2016,,Simon & Schuster
Love in the Time of Cholera,Gabriel García Márquez,9781400034680,9712,to-buy,wishlist,false,,348,2003,,Vintage International
The Count of Monte Cristo,Alexandre Dumas,9780140449266,7126,to-buy,wishlist,false,,1276,2003,,Penguin Classics
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,9780345476876,43763,to-buy,wishlist,false,,346,2004,,Ballantine Books
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,,58613424,to-read,unread,true,,752,2000,,Scholastic Inc.
"Watership Down (Watership Down, #1)",Richard  Adams,9780380395866,76620,to-buy,wishlist,false,,478,1975,,Avon Books
Water for Elephants,Sara Gruen,9781565125605,43641,to-buy,wishlist,false,,368,2007,,Algonquin Books
Slaughterhouse-Five,Kurt Vonnegut Jr.,,4981,to-buy,wishlist,false,,275,1999,,Dial Press
The Lovely Bones,Alice Sebold,9780316166683,12232938,to-buy,wishlist,false,,372,2006,,"Little, Brown and Company"
Memoirs of a Geisha,Arthur Golden,9781400096893,929,to-read,unread,true,,503,2005,,Vintage Books USA
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,9780439686525,2,to-read,unread,true,,576,2004,,Scholastic Inc.
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,9781400064168,8664353,to-read,unread,true,,475,2010,,Random House
11/22/63,Stephen  King,9781451627282,10644930,to-read,unread,true,,849,2011,,Scribner
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,,46756,to-read,unread,true,,389,2004,,Anchor Books
"The Story of Ain't: America, Its Language, and the Most Controversial Dictionary Ever Published",David  Skinner,9780062027467,13623950,to-read,unread,true,,351,2012,,Harper
"New Moon (Twilight Saga, #2)",Stephenie Meyer,9780316160193,49041,read,read,true,5,563,2006,2014/01/01,"Little, Brown and Company"
Go Ask Alice,Beatrice Sparks,9781416914631,46799,to-read,unread,true,,213,2006,,Simon Pulse
The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,9781492649359,31409135,to-read,unread,true,,479,2017,,Sourcebooks
"Twilight (Twilight Saga, #1)",Stephenie Meyer,9780316015844,41865,read,read,true,5,498,2006,2014/01/19,"Little, Brown and Company"
Everything Is Tuberculosis: The History and Persistence of Our Deadliest Infection,John  Green,9780525556572,220341389,to-buy,wishlist,false,,198,2025,,Crash Course Books
"Midnight Sun (The Twilight Saga, #5)",Stephenie Meyer,9780316707046,53287484,read,read,true,4,662,2020,2025/03/14,"Little, Brown Books for Young Readers"
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,9781595142504,6479259,read,read,true,4,489,2010,2014/01/01,Razorbill
Sociopath,Patric Gagne,9781668003183,176443093,to-buy,wishlist,false,,368,2024,,Simon & Schuster
Revenge of the Tipping Point,Malcolm Gladwell,9780316575805,216857785,to-buy,wishlist,false,,352,2024,,"Little, Brown and Company"
Why Kids Kill: Inside the Minds of School Shooters,Peter Langman,9780230608023,3510210,to-buy,wishlist,false,,193,2009,,St. Martin's Press
Sandy Hook,Elizabeth  Williamson,9781524746575,59546340,to-buy,wishlist,false,,496,2022,,Dutton
This Has Happened: An Italian Family in Auschwitz,Piera Sonnino,9781403975089,645409,to-buy,wishlist,false,,224,2006,,St. Martin's Press
Leo,Mia Sheridan,,17825503,read,read,true,,207,2013,,
"Strange Planet (Strange Planet, #1)",Nathan W. Pyle,9780062970701,44890112,read,read,true,4,144,2019,2020/01/01,Morrow Gift
Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,9780393240238,20663702,to-buy,wishlist,false,,254,2014,,W. W. Norton & Company
"Sweet Filthy Boy (Wild Seasons, #1)",Christina Lauren,9781476751801,18775297,read,read,true,3,418,2014,2016/01/01,Gallery Books
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,9780670025817,16158542,to-read,unread,true,,404,2013,,Viking
"One Summer: America, 1927",Bill Bryson,9780767919401,17262366,to-buy,wishlist,false,,509,2013,,Doubleday
Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,Bill Dedman,9780345534521,17704903,to-buy,wishlist,false,,456,2013,,Ballantine Books
The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,9781451617528,15801668,to-buy,wishlist,false,,373,2013,,Touchstone/Simon & Schuster
The Lover's Dictionary,David Levithan,9780374193683,9279177,read,read,true,,211,2011,2011/01/01,"Farrar, Straus and Giroux"
"Bloodlines (Bloodlines, #1)",Richelle Mead,9781595143174,8709527,read,read,true,,432,2011,2011/01/01,Razorbill
"Then They Came for Me: A Family's Story of Love, Captivity, and Survival",Maziar Bahari,9781400069460,11500827,to-buy,wishlist,false,,384,2011,,Random House
"Vampire Academy (Vampire Academy: The Graphic Novel, #1)",Leigh Dragoon,9781595144294,8643220,read,read,true,,144,2011,2011/01/01,Razorbill
This Star Won't Go Out: The Life and Words of Esther Grace Earl,Esther Earl,9780525426363,17675031,to-buy,wishlist,false,,448,2014,,Dutton Books for Young Readers
The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra,Helen Rappaport,9781250020208,18404173,to-buy,wishlist,false,,492,2014,,St. Martin's Press
Animal Farm,George Orwell,9780451526342,170448,to-read,unread,true,,141,1996,,Signet Classics
The Alchemist,Paulo Coelho,9780062315007,18144590,to-read,unread,true,,182,2014,,HarperOne
Elvis: What Happened?,Steve Dunleavy,9780345272157,1153768,read,read,true,3,332,1977,2025/01/10,Ballantine Books
The Outsiders,S.E. Hinton,9780140385724,7840334,read,read,true,4,180,2008,2025/03/06,Speak
The Medici (Italian Histories),Paul Strathern,9781681771137,26208884,read,read,true,3,430,2016,2025/03/03,Pegasus Books
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,,2612,to-read,unread,true,,301,2002,,Time Warner Book Group
The Center Cannot Hold: My Journey Through Madness,Elyn R. Saks,9781401301385,1098486,to-read,unread,true,,340,2007,,Grand Central Publishing
Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,9781250028648,15994634,to-read,unread,true,,464,2013,,St. Martin's Press
"Honor and Betrayal: The Untold Story of the Navy SEALs Who Captured the """"Butcher of Fallujah""""--and the Shameful Ordeal They Later Endured",Patrick Robinson,9780306823084,17981324,to-read,unread,true,,368,2013,,Da Capo Press
The Dressmakers of Auschwitz: The True Story of the Women Who Sewed to Survive,Lucy Adlington,9780063030930,57007407,to-read,unread,true,,381,2021,,Harper Paperbacks
The Lost Boy (Dave Pelzer #2),Dave Pelzer,9781558745155,2743,to-read,unread,true,,331,1997,,Health Communications
Japan 1941: Countdown to Infamy,Eri Hotta,9780307594013,17345183,to-read,unread,true,,320,2013,,Alfred A. Knopf
The Scarlet Pimpernel,Emmuska Orczy,9781576469231,136116,to-read,unread,true,,182,2005,,Quiet Vision Pub
The Awakening,Kate Chopin,9780543898081,58345,to-read,unread,true,,195,2006,,Elibron Classics
All Quiet on the Western Front,Erich Maria Remarque,9780449213940,355697,to-read,unread,true,,296,1987,,Ballantine Books
Counting the Cost,Jill Duggar,,167770288,to-read,unread,true,,288,2023,,Gallery Books
The Catcher in the Rye,J.D. Salinger,9780316769174,5107,to-read,unread,true,,277,2001,,Back Bay Books
My Time to Stand,Gypsy-Rose Blanchard,9781637745908,212262006,to-buy,wishlist,false,,264,2024,,BenBella Books
The Male Brain: A Breakthrough Understanding of How Men and Boys Think,Louann Brizendine,9780767927536,6061718,to-read,unread,true,,271,2010,,Harmony
Ikigai: The Japanese Secret to a Long and Happy Life,Héctor  García,,124950497,to-read,unread,true,,208,2017,,
A Farewell to Arms,Ernest Hemingway,9798212633659,215003824,to-buy,wishlist,false,,320,2025,,"Blackstone Publishing, Inc."
The Song of Achilles,Madeline Miller,,13623848,to-buy,wishlist,false,,408,2012,,Ecco
My Own Words,Ruth Bader Ginsburg,9781501145247,29868604,to-read,unread,true,,400,2016,,Simon & Schuster
The Will to Kill: Making Sense of Senseless Murder,James Alan Fox,9780205516711,1732610,to-read,unread,true,,266,2007,,Pearson College Div
The English Patient,Michael Ondaatje,9780771068713,11713,to-read,unread,true,,320,2006,,McClelland & Stewart
The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,Edith Hahn Beer,9780688177768,682761,to-read,unread,true,,305,2000,,William Morrow Paperbacks
Voodoo Histories: The Role of the Conspiracy Theory in Shaping Modern History,David Aaronovitch,9780224074704,4504094,to-buy,wishlist,false,,358,2009,,Jonathan Cape
The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,9780593655030,171681821,to-buy,wishlist,false,,385,2024,,Penguin Press
The Third Gilmore Girl: A Memoir,Kelly  Bishop,9781668023778,207298106,to-buy,wishlist,false,,244,2024,,Gallery Books
The Bookshop: A History of the American Bookstore,Evan Friss,9780593299920,201751300,to-buy,wishlist,false,,416,2024,,Viking
Dinner for Vampires: Life on a Cult TV Show (While Also in an Actual Cult!),Bethany Joy Lenz,9781668067307,208840265,to-buy,wishlist,false,,303,2024,,Simon & Schuster
Me and a Guy Named Elvis: My Lifelong Friendship with Elvis Presley,Jerry Schilling,9781592402311,235898,to-buy,wishlist,false,,368,2006,,Gotham
A Little Thing Called Life: From Elvis's Graceland to Bruce Jenner's Caitlyn & Songs in Between,Linda    Thompson,9780062469762,27212450,to-buy,wishlist,false,,384,2016,,Dey Street Books
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,9780451528957,51496,to-buy,wishlist,false,,139,2003,,Signet Classic
Ask Not: The Kennedys and the Women They Destroyed,Maureen Callahan,9780316276177,201626940,to-buy,wishlist,false,,400,2024,,"Little, Brown and Company"
SPQR: A History of Ancient Rome,Mary Beard,9781631492228,28789711,to-buy,wishlist,false,,606,2016,,Liveright
Midnight Calling: A Memoir of a Drug Smuggler's Daughter,Lynn  Walker,,122614370,to-buy,wishlist,false,,,2022,,MZW Publishing
Circe,Madeline Miller,9780316556347,35959740,to-buy,wishlist,false,,393,2018,,"Little, Brown and Company"
"Mengele: Unmasking the ""Angel of Death""",David G. Marwell,9780393609530,45894123,to-buy,wishlist,false,,432,2020,,W. W. Norton & Company
Life Worth Living: A Guide to What Matters Most,Miroslav Volf,9780593489321,220999064,to-buy,wishlist,false,,352,2025,,The Open Field
The Little Prince,Antoine de Saint-Exupéry,9780152023980,157993,to-buy,wishlist,false,,96,2000,,"Harcourt, Inc."
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,9780140621679,236093,to-buy,wishlist,false,,154,1995,,Penguin
"The Winds of War (The Henry Family, #1)",Herman Wouk,9780316952668,21484,to-buy,wishlist,false,,896,2002,,"Little, Brown Paperbacks"
The Bell Jar,Sylvia Plath,,6514,to-buy,wishlist,false,,294,2006,,Harper Perennial Modern Classics
"Hail to the Chiefs: Presidential Mischief, Morals, and Malarkey from George W. to George W",Barbara Holland,9781579620813,894493,to-buy,wishlist,false,,272,2003,,Permanent Pr Pub Co
The World According to Garp,John Irving,9780345915597,7069,to-buy,wishlist,false,,610,1999,,Ballantine Books
Catch-22,Joseph Heller,9780684833392,168668,to-buy,wishlist,false,,453,2004,,Simon & Schuster
The Stranger,Albert Camus,,49552,to-buy,wishlist,false,,123,1989,,Vintage International
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,9780451528827,8127,to-buy,wishlist,false,,320,2003,,Signet
Northanger Abbey,Jane Austen,9781593082642,50398,to-buy,wishlist,false,,260,2005,,Barnes & Noble Classics
The Metamorphosis,Franz Kafka,9780553213690,485894,to-buy,wishlist,false,,201,1972,,Bantam Classics
Macbeth: Moment by Moment,William Shakespeare,9780998809106,43913694,to-buy,wishlist,false,,214,2016,,Shakespeare Moment by Moment
Dracula,Bram Stoker,9780393970128,17245,to-buy,wishlist,false,,488,1986,,Norton
A Tale of Two Cities,Charles Dickens,9780141439600,1953,to-buy,wishlist,false,,489,2003,,Penguin Books
Jane Eyre,Charlotte Brontë,9780142437209,10210,to-buy,wishlist,false,,532,2003,,Penguin
The Picture of Dorian Gray,Oscar Wilde,,5297,to-buy,wishlist,false,,272,2004,,Random House: Modern Library
"How to Stop Being Toxic: Quit Manipulative Behaviors, Avoid Hurting the People You Love, and Start Healthy Relationships",Tom Stokes,9798851294013,184998177,read,read,true,3,126,2023,2025/02/25,Independently published
"A Better Share: How Couples Can Tackle the Mental Load for More Fun, Less Resentment, and Great Sex",Morgan Cutlip,9781400239672,216052753,to-read,unread,true,,272,2025,,Thomas Nelson
"Losing It (Losing It, #1)",Cora Carmack,9780988393509,16034964,read,read,true,,189,2012,2015/01/01,HarperCollins Publishers
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,9781668001226,60393672,read,read,true,4,324,2022,2024/10/14,Atria Books
1984,George Orwell,,5470,read,read,true,4,328,1950,2025/02/05,New American Library
The Road,Cormac McCarthy,9780307265432,6288,read,read,true,4,241,2006,2025/01/24,Alfred A. Knopf
Architect of Death at Auschwitz: A Biography of Rudolf Hoss,John W. Primomo,9781476681467,50352025,read,read,true,2,251,2020,2025/01/18,McFarland
Commandant of Auschwitz: The Autobiography of Rudolf Hoess,Rudolf Höss,9781842120248,275646,read,read,true,2,252,2000,2025/01/18,Weidenfeld & Nicolson
Manacled,SenLinYu,,52122096,to-read,unread,true,,925,2018,,Archive of Our Own
Draco Malfoy and the Mortifying Ordeal of Being in Love,isthisselfcare,,60127763,to-read,unread,true,,593,2022,,ao3
"Sometimes It Lasts (Sea Breeze, #5)",Abbi Glines,9781481406703,18051261,read,read,true,5,268,2014,2014/01/01,Simon & Schuster Books for Young Readers
Hopeless,Colleen Hoover,,144157161,read,read,true,5,0,2001,2014/01/01,Atria Books
"Rule (Marked Men, #1)",Jay Crownover,,17200687,read,read,true,4,369,2012,2017/01/01,Jay Crownover Books
"The Billionaire's Baby (The Billionaire's Baby, #1-3)",Helen    Cooper,,17201960,read,read,true,4,188,2012,2015/01/01,
"Losing Hope (Hopeless, #2)",Colleen Hoover,9781476746555,17571797,read,read,true,5,321,2013,2014/01/01,Atria Books
"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",Abbi Glines,,17337562,read,read,true,5,292,2013,2023/01/01,Abbi Glines
"Easy (Contours of the Heart, #1)",Tammara Webber,9780425266748,16056408,read,read,true,5,336,2012,2015/01/01,Penguin Berkley
"While It Lasts (Sea Breeze, #3)",Abbi Glines,9781442488663,16102250,read,read,true,5,267,2013,2014/01/01,Simon & Schuster Books for Young Readers
"Leif (Existence, #2.5)",Abbi Glines,9780692331484,24392494,read,read,true,4,80,2014,2014/01/01,Abbi\Glines
"Walking Disaster (Beautiful, #2)",Jamie McGuire,9781476712987,15745950,read,read,true,5,448,2013,2016/01/01,Atria Books
"The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians: The Graphic Novels, #1)",Robert Venditti,9781423116967,7736086,read,read,true,5,135,2010,2018/01/01,Disney-Hyperion
"Just for Now (Sea Breeze, #4)",Abbi Glines,9781442488601,16102247,read,read,true,5,307,2013,2014/01/01,Simon & Schuster Books for Young Readers
This Girl (Slammed) by Colleen Hoover (12-Sep-2013) Paperback,Colleen Hoover,,129417017,read,read,true,5,,,2014/01/01,Simon & Schuster Ltd
"Point of Retreat (Slammed, #2)",Colleen Hoover,9781476715926,62600103,read,read,true,5,302,2022,2014/01/01,Atria Books
"Slammed (Slammed, #1)",Colleen Hoover,,15803858,read,read,true,5,317,2012,2014/01/01,Simon & Schuster
"Reckless (Thoughtless, #3)",S.C. Stephens,9781476718200,15851738,read,read,true,4,532,2013,2016/01/01,Gallery Books
"Predestined (Existence, #2)",Abbi Glines,,13323842,read,read,true,5,214,2012,2014/01/01,
"Because of Low (Sea Breeze, #2)",Abbi Glines,,16117358,read,read,true,5,321,2012,2013/01/01,Simon Pulse
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,9780345803504,13536860,read,read,true,4,579,2013,2016/01/01,Vintage Books
"Me Before You (Me Before You, #1)",Jojo Moyes,9780670026609,17347634,read,read,true,4,369,2012,2016/01/01,Pamela Dorman Books
"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines,,12900174,read,read,true,4,260,2011,2013/01/01,
"Existence (Existence, #1)",Abbi Glines,9781617980145,13223520,read,read,true,5,202,2014,2014/01/01,WIld Child Publishing
The Fault in Our Stars,John  Green,9780525478812,25856606,read,read,true,5,313,2012,2014/01/01,Dutton Books
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,9781612130583,11857408,read,read,true,4,532,2011,2016/01/01,The Writer's Coffee Shop Publishing House
"Effortless (Thoughtless, #2)",S.C. Stephens,9781476717487,15842441,read,read,true,4,487,2013,2016/01/01,Gallery Books
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,,11505797,read,read,true,5,432,2011,2014/01/01,Jamie McGuire
"Breathe (Sea Breeze, #1)",Abbi Glines,9781442488717,18906497,read,read,true,5,357,2013,2014/01/01,Simon & Schuster Books for Young Readers
"Thoughtless (Thoughtless, #1)",S.C. Stephens,9781461091110,13517535,read,read,true,5,530,2011,2016/01/01,CreateSpace
"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Mark Cotta Vaz,9780316075800,6466909,read,read,true,4,144,2009,2008/01/01,"Little, Brown Books for Young Readers"
"Blood Promise (Vampire Academy, #4)",Richelle Mead,9781595141989,5996153,read,read,true,4,503,2009,2010/01/01,Razorbill
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,9781595141972,2802316,read,read,true,5,443,2008,2010/01/01,G.P. Putnam's Sons Books for Young Readers
"Frostbite (Vampire Academy, #2)",Richelle Mead,,2282133,read,read,true,5,327,2008,2010/01/01,Razorbill
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,9781338716535,56603519,read,read,true,5,400,2021,2018/01/01,Scholastic Inc.
"The Last Husband (Forever Love, #2)",J.S. Cooper,9781940218014,17858603,read,read,true,3,270,2013,2016/01/01,"Amazon Digital Services, Inc."
Indelible Lovin': Max & Jane's Story Vol. 1 (Indelible Love #2),D.W. Cee,,17842989,read,read,true,3,287,2013,2015/01/01,D.W. Cee
"Beautiful Bombshell (Beautiful Bastard, #2.5)",Christina Lauren,9781476755090,18051233,read,read,true,3,129,2013,2015/01/01,Gallery Books
"Lost & Found (Lost & Found, #1)",Nicole  Williams,9780988331396,17899054,read,read,true,3,360,2013,2014/01/01,Publishing Platform
"Lost to You (Take This Regret, #0.5)",A.L. Jackson,,17337323,read,read,true,3,166,2013,2014/01/01,Sapphire Star Publishing
"Shadow Kiss: A Graphic Novel (Vampire Academy: The Graphic Novel, #3)",Leigh Dragoon,9781595144317,18143095,read,read,true,3,160,2013,2015/01/01,Razorbill
"Beautiful Stranger (Beautiful Bastard, #2)",Christina Lauren,9781476731537,16117506,read,read,true,3,345,2013,2015/01/01,Gallery Books
"Ceaseless (Existence, #3)",Abbi Glines,,16118514,read,read,true,3,190,2012,2013/01/01,Abbi Glines
Indelible Love - Jake's Story (Indelible Love #1.5),D.W. Cee,,13572071,read,read,true,3,341,2013,2015/01/01,DW Cee
Indelible Love - Emily's Story (Indelible Love #1),D.W. Cee,,13578282,read,read,true,3,363,2012,2015/01/01,D.W. Cee
"If I Stay (If I Stay, #1)",Gayle Forman,9780525421030,4374400,read,read,true,3,208,2009,2013/01/01,Viking
"The Ruby Circle (Bloodlines, #6)",Richelle Mead,9781595143228,8709528,read,read,true,2,348,2015,2011/01/01,Razorbill
"The Indigo Spell (Bloodlines, #3)",Richelle Mead,9781595143198,8709526,read,read,true,2,401,2013,2010/01/01,Razorbill
"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,9780316042673,6304335,read,read,true,2,563,2009,2011/01/01,"Little, Brown and Company"
Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,9780143131847,35031085,read,read,true,2,260,2018,2012/01/01,Penguin Classics
"Wild Cards (Wild Cards, #1)",Simone Elkeles,9780802734372,13065327,read,read,true,4,352,2013,2014/01/01,Walker Books for Young Readers
"Chain Reaction (Perfect Chemistry, #3)",Simone Elkeles,9780802720870,8662836,read,read,true,4,310,2011,2014/01/01,Bloomsbury USA Childrens
"Rules of Attraction (Perfect Chemistry, #2)",Simone Elkeles,9780802720856,7137775,read,read,true,4,336,2010,2014/01/14,Walker Books
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,9780802798237,4268157,read,read,true,4,368,2008,2013/01/01,Walker Childrens
Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,9780316043137,3609760,read,read,true,5,144,2008,2008/01/01,"Little, Brown Books for Young Readers"
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,9780786838653,28187,read,read,true,5,377,2006,2010/01/01,Disney Hyperion Books
The Fountainhead,Ayn Rand,,2122,read,read,true,3,704,1996,2015/01/01,Signet Book
"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,,561456,read,read,true,4,352,2007,2010/01/01,Puffin Books
Great Expectations,Charles Dickens,9780192833594,2623,read,read,true,1,544,1998,2012/01/01,Oxford University Press
Thirteen Reasons Why,Jay Asher,9781595147882,29844228,read,read,true,5,352,2016,2015/01/01,Razorbill
Anna Karenina,Leo Tolstoy,9780345803924,15823480,read,read,true,2,964,2012,2013/01/01,Vintage
"Ashfall (Ashfall, #1)",Mike Mullin,9781933718552,9644151,read,read,true,3,476,2011,2014/01/01,Tanglewood Press
"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,9780812550702,375802,read,read,true,3,324,2004,2014/01/01,Tor
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,9780439655484,5,read,read,true,4,547,2004,2017/01/01,Scholastic Inc.
