title,author,genre,subgenre,isbn,page_count,rating,status,owned,synopsis,date_added
The Martian,Andy Weir,Science Fiction,,9781101903582,369,,unread,true,"Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. 

Now, heâ€™s sure heâ€™ll be the first person to die there. 

After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that heâ€™s aliveâ€”and even if he could get word out, his supplies would be gone long before a rescue could arrive. 

Chances are, though, he wonâ€™t have time to starve to deat",2026-02-15
The Medici,Mary Hollingsworth,History,Renaissance,9788885957374,143,,unread,true,The Story of the European Dynasty,2025-06-30
The Midnight Library,Matt Haig,Fantasy,,9780525559498,288,,unread,true,"The #1 New York Times bestselling WORLDWIDE phenomenon Winner of the Goodreads Choice Award for Fiction | A Good Morning America Book Club Pick | Independent (London) Ten Best Books of the Year â€A feel-good book guaranteed to lift your spirits.â€â€”The Washington Post The dazzling reader-favorite about the choices that go into a life well lived, from the acclaimed author of How To Stop Time and The Comfort Book. Somewhere out beyond the edge of the universe there is a library that contains an",2024-09-23
The Other Boleyn Girl,Philippa Gregory,Historical Fiction,History,9780743227445,664,,unread,true,"The Plantagenet And Tudor Novels Book 9
Mary Boleyn catches the eye of Henry VIII when she comes to court as a girl of fourteen.
Dazzled by the golden prince, Maryâ€™s joy is cut short when she discovers that she is a pawn in the dynastic plots of her family. When the capricious kingâ€™s interest wanes, Mary is ordered to pass on her knowledge of how to please him to her friend and rival: her sister, Anne.
Anne soon becomes irresistable to Henry, and Mary can do nothing but watch her sisterâ€™s ",2024-10-25
The Other Miss Bridgerton,Julia Quinn,Romance,Historical Romance,9780062388209,387,,unread,true,"She was in the wrong placeâ€¦

Fiercely independent and adventurous, Poppy Bridgerton will only wed a suitor whose keen intellect and interests match her own. Sadly, none of the fools from her London season qualify. While visiting a friend on the Dorset coast, Poppy is pleasantly surprised to discover a smugglersâ€™ hideaway tucked inside a cave. But her delight turns to dismay when two pirates kidnap her and take her aboard a ship, leaving her bound and gagged on the captains bedâ€¦

He found h",2024-09-23
The Outsiders,S. E. Hinton,Young Adult,,9780142407332,180,,unread,true,"Ponyboy is fourteen, tough and confused, yet sensitive behind his bold front. Since his parentsâ€™ death, his loyalties have been to his brothers and his gang, the rough, swinging, long-haired boys from the wrong side of the tracks. When his best friend, Johnny, kills a member of a rival gang, a nightmare of violence begins and swiftly envelops Ponyboy in a turbulent chain of events.",2025-06-29
The Phantom Tollbooth,Norton Juster,Fantasy,,9780394820378,256,,unread,true,"This ingenious fantasy centers around Milo, a bored ten-year-old who comes home to find a large toy tollbooth sitting in his room. Joining forces with a watchdog named Tock, Milo drives through the tollboothâ€™s gates and begins a memorable journey. He meets such characters as the foolish, yet lovable Humbug, the Mathematician, and the not-so-wicked â€Which, â€ FaintlyMacabre, who gives Milo the â€impossibleâ€ mission of returning two princesses to the Kingdom of Wisdom...",2024-05-05
The Pianist,WÅ‚adysÅ‚aw Szpilman,Autobiography,,9780753814055,,,unread,true,,2024-11-25
"The Priest Barracks - Dachau, 1938 - 1945",Guillaume Zeller,Catalog,,9781621640998,274,,unread,true,"At the Nazi concentration camp Dachau, three barracks out of thirty were occupied by clergy from 1938 to 1945. The overwhelming majority of the 2,720 men imprisoned in these barracks were Catholicsâ€”2,579 priests, monks, and seminarians from all over Europe. More than a third of the prisoners in the â€priest blockâ€ died there. The story of these men, which has been submerged in the overall history of the concentration camps, is told in this riveting historical account. Both tragedies and mag",2026-02-15
The Prince And Other Writings,"Niccolo, Machiavelli, Machiavelli, Niccol\362",Politics,Greece,9781593080600,206,,unread,true,Here are some of the remarkable features of Barnes &amp; Noble Classics: New introductions commissioned from todayâ€™s top writers and scholars Biographies of the ...,2025-06-30
The Psychology of Money,Morgan Housel,Education,Life Planning,9780857197689,256,,unread,true,"Doing well with money isnâ€™t necessarily about what you know. Itâ€™s about how you behave. And behavior is hard to teach, even to really smart people. Moneyâ€”investing, personal finance, and business decisionsâ€”is typically taught as a math-based field, where data and formulas tell us exactly what to do. But in the real world people donâ€™t make financial decisions on a spreadsheet. They make them at the dinner table, or in a meeting room, where personal history, your own unique view of the w",2025-07-01
The Queen,Andrew Morton,Biography,,9781538700433,427,,unread,true,"Perfect for fans of The Crown, legendary New York Times bestselling biographer Andrew Morton provides the definitive story of Queen Elizabeth IIâ€™s life and legacy. Painfully shy, Elizabeth Windsorâ€™s personality was well suited to her youthful ambition of living quietly in the country, raising a family, and caring for her dogs and horses. But when her uncle, King Edward VIII, abdicated, she became heir to the throne--embarking on a journey that would test her as a woman and as a queen. Ascend",2024-10-25
The Rabbi Of Buchenwald,Rafeal Medoff,,,,,,unread,true,,2025-06-30
The Race Of The Century,Neal Bascomb,,,,,,unread,true,,2025-06-30
The Radium Girls: The Dark Story of Americaâ€™s Shining Women (Harrowing Historical Nonfiction Bestseller About a Courageous Fight for Justice),Kate Moore,History,Science,9781492650959,504,,unread,true,The Radium Girls: The Dark Story of Americaâ€™s Shining Women (Harrowing Historical Nonfiction Bestseller About a Courageous Fight for Justice) by Kate Moore (2018),2025-03-24
The Rape of Nanking,Iris Chang,History,,9780141007885,,,unread,true,,2026-02-15
The Renaissance Soul: How to Make Your Passions Your Life,Margaret Lobenstine,Self-Help,,9781615190928,323,,unread,true,"Identifies the personality quirks and characteristics of the Renaissance Soul and explains how these dynamic, multifaceted people can develop an effective life ...",2024-10-25
The Rise And Fall Of The Third Reich,William L. Shirer,History,,9780449209363,1599,,unread,true,,2025-06-29
The Road,Cormac McCarthy,Literature,Dystopia,9780307387899,287,,unread,true,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they donâ€™t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged foodâ€”and each other.",2024-10-25
The Scarlet Letter,Nathaniel Hawthorne,Historical Fiction,,9780553210095,235,,unread,true,"The Scarlet Letter is an 1850 romantic work of fiction in a historical setting, written by Nathaniel Hawthorne. It is considered to be his magnum opus. 

Set in 17th-century Puritan Boston, it tells the story of Hester Prynne, a beautiful young woman who is also an outcast. In the eyes of her neighbours she has committed an unforgivable sin. 

Everyone knows that her little daughter, Pearl, is the product of an illicit affair but no one knows the identity of Pearlâ€™s father. Hesterâ€™s refusal ",2024-09-23
The Scarlet Pimpernel,Baroness Emmuska Orczy,Adventure,,9780451527622,265,,unread,true,,2025-06-29
The Second Mrs. Astor,Shana AbÃ©,Biography,,9781496732040,316,,unread,true,"Inspired by the scandalous real-life love story between Americaâ€™s richest man and teenage beauty Madeleine Force -- and the aftermath of their tragic honeymoon aboard the Titanic. Jack Astor was American royalty, the richest man in the world, and Fifth Avenue scion of the Gilded Age. Madeleine Force was a beautiful teenaged debutante suddenly and unexpectedly thrust into fame simply for falling in love with a famous man nearly three decades her senior. From their scandalous courtship to their ",2024-10-25
The Short Second Life of Bree Tanner,Stephenie Meyer,Adventure,Vampires,9780316125581,178,2,read,true,Bree Tanner (Vampire),2024-05-05
The Sky Is Everywhere,Jandy Nelson,Young Adult,,9780803734951,275,,unread,true,,2024-05-05
The Son Of Neptune,Rick Riordan,Fantasy,,9781368051446,513,,unread,true,"One cursed demigod.
Two new heroes.
A quest to unleash the God of Death . . .

Percy Jackson, son of Poseidon, God of the Sea, has woken from a very deep sleep and cone face to face with two snake-haired ladies who refuse to die.

But theyâ€™re the least of his problems. Because Percy finds himself at a camp for half-bloods, which doesnâ€™t ring any bells for him. Thereâ€™s just one name he remembers from his past. Annabeth.

Only one thing is certain - Percyâ€™s questing days arenâ€™t over. He ",2024-10-25
The Song of Achilles,Madeline Miller,Fantasy,Mythology,9780062060624,378,,unread,true,"Achilles, â€the best of all the Greeks,â€ son of the cruel sea goddess Thetis and the legendary king Peleus, is strong, swift, and beautiful, irresistible to all who meet him. Patroclus is an awkward young prince, exiled from his homeland after an act of shocking violence. Brought together by chance, they forge an inseparable bond, despite risking the godsâ€™ wrath.
They are trained by the centaur Chiron in the arts of war and medicine, but when word comes that Helen of Sparta has been kidnapp",2025-06-30
The Sound Of Music The Story Of The Von Trapp Family Singers,Maria Von Trapp,Autobiography,,440990327,352,,unread,true,,2025-02-14
The Story Of My Life,Helen Keller,Biography,,9780451531568,,,unread,true,"5.5, R, 1 copy, B biography",2024-09-23
The Story of Ainâ€™t,David Skinner,History,Language,9780062027467,368,,unread,true,"This fascinating history of the controversial 1961 publication of Websterâ€™s Third New International Dictionary tells the story of the people who made the dictionary, those who denounced it and the forces that shaped it, illuminating this little known early episode in the culture war that continues to divide our nation. 40,000 first printing.",2025-03-24
The Taking of Jemima Boone,Matthew Pearl,,,9780062937780,240,,unread,true,"â€A deliciously intricate and utterly absorbing retelling of the Daniel Boone family saga---and particularly the complex roles played by the Cherokee and Shawnee across Booneâ€™s southern Appalachian stamping grounds. The Taking of Jemima Boone adds an intriguing dimension to an issue of keen importance to modern society.â€--New York Times bestselling author Simon Winchester â€Not only did Matthew Pearlâ€™s clear and vivid writing immediately sweep me up in a fatherâ€™s fear, it pulled me int",2024-10-25
The Things We Leave Unfinished,Rebecca Yarros,Romance,Romance,9781682815663,400,,unread,true,"Twenty-eight-year-old Georgia Stanton has to start over after she gave up almost everything in a brutal divorceâ€•the New York house, the friends, and her pride. Now back home at her late great-grandmotherâ€™s estate in Colorado, she finds herself face-to-face with Noah Harrison, the bestselling author of a million books where the cover is always people nearly kissing. Heâ€™s just as arrogant in person as in interviews, and sheâ€™ll be damned if the good-looking writer of love stories thinks heâ",2025-12-20
The Time Travelerâ€™s Wife,Audrey Niffenegger,Drama,,9780156029438,536,,unread,true,"Audrey Niffeneggerâ€™s dazzling debut is the story of Clare, a beautiful, strong-minded art student, and Henry, an adventuresome librarian, who have known each other since Clare was six and Henry was thirty-six, and were married when Clare was twenty-three and Henry thirty-one. Impossible but true, because Henry is one of the first people diagnosed with Chrono-Displacement Disorder: his genetic clock randomly resets and he finds himself misplaced in time, pulled to moments of emotional gravity f",2025-01-06
The Tipping Point,Malcolm Gladwell,Wellness,Self-Improvement,9780316346627,301,,unread,true,The Tipping Point: How Little Things Can Make a Big Difference by Malcolm Gladwell (2002),2025-06-30
The Trusted Advisor,"Maister, David H., Green, Charles H., Galford, Robert M.",Business,,9780743204149,240,,unread,true,"In an ever-changing world, establishing trust can make or break business deals.",2025-06-29
The Walking Dead Compendium 4,Robert Kirkman,,,9781534314764,1096,,unread,true,,2024-10-25
The Wedding People,Alison Espach,Fiction,BOTM,9781250899576,363,,unread,true,"A propulsive and uncommonly wise novel about one unexpected wedding guest and the surprising people who help her start anew
Itâ€™s a beautiful day in Newport, Rhode Island, when Phoebe Stone arrives at the grand Cornwall Inn wearing a green dress and gold heels, not a bag in sight, alone.
Sheâ€™s immediately mistaken by everyone in the lobby for one of the wedding people, but sheâ€™s actually the only guest at the Cornwall who isnâ€™t here for the big event.
Phoebe is here because sheâ€™s dreame",2025-12-20
The Widow Of The South,Robert Hicks,Drama,,9780446697439,,,unread,true,,2024-05-05
The Wild Truth,Carine McCandless,Autobiography,Autobiography / Biography,9780062325150,304,,unread,true,"In April 1992, a young man named Chris McCandless walked into the Alaska wilderness, where he survived for more than 100 days before perishing in an abandoned bus. For over twenty years his story has captivated millions, and yet only one person knew the truth behind his remarkable journeyâ€”until now. Through a tumultuous childhood, the McCandless siblings clung to each other amidst a chaotic home life, forming a lifelong bond and an unbreakable trust. So when Chris forged an anonymous existence",2024-09-23
The Will of the Many,James Islington,Fantasy,Dark Academia,9781982141172,640,,unread,true,"At the elite Catenan Academy, a young fugitive uncovers layered mysteries and world-changing secrets in this new fantasy series by internationally bestselling author of The Licanius Trilogy, James Islington. AUDI. VIDE. TACE. The Catenan Republic--the Hierarchy--may rule the world now, but they do not know everything. I tell them my name is Vis Telimus. I tell them I was orphaned after a tragic accident three years ago, and that good fortune alone has led to my acceptance into their most prestig",2026-02-15
The Winds of War,Herman Wouk,Historical Fiction,World War II,9780316952668,896,,unread,true,"A sweeping epic of World War II, which begins with The Winds of War and continues in War and Remembrance.",2024-10-25
The Woman in Me,Britney Spears,Autobiography,,9781668009048,288,,unread,true,The Woman in Me,2025-06-30
The World Is Flat 3.0: A Brief History of the Twenty-first Century,Thomas L. Friedman,Business,,9780312425074,660,,unread,true,"â€One mark of a great book is that it makes you see things in a new way, and Mr. Friedman certainly succeeds in that goal,â€ the Nobel laureate Joseph E. Stiglitz wrote in The New York Times reviewing The World Is Flat in 2005. In this new edition, Thomas L. Friedman includes fresh stories and insights to help us understand the flattening of the world. Weaving new information into his overall thesis, and answering the questions he has been most frequently asked by parents across the country, t",2024-09-23
The Zombie Survival Guide,Max Brooks,Education,,9781400049622,270,,unread,true,"The Zombie Survival Guide is your key to survival against the hordes of undead who may be stalking you right now. Fully illustrated and exhaustively comprehensive, this book covers everything you need to know, including how to understand zombie physiology and behavior, the most effective defense tactics and weaponry, ways to outfit your home for a long siege, and how to survive and adapt in any territory or terrain.

Top 10 Lessons for Surviving a Zombie Attack 

1. Organize before they rise! 
2",2024-10-25
The will to kill,"Alan, James, Levin, Jack",Crime,,9780205314171,178,,unread,true,"""This text presents an analysis of the nature and extent of homicide and the laws that apply to it. Included are detailed analyses of many different types of homicide, including those that involve: family, youth, serial killing, mass murder, school, hate, terror and cults. Public policy issues such as the insanity defense, the death penalty and investigative strategies are also covered.""--BOOK JACKET.",2025-02-17
Thirteen Reasons Why,Jay Asher,Teen,Melissa,9781595141712,288,,unread,true,"On tape, Hannah explains that there are thirteen reasons why she did what she did - and Clay is one of them.If he listens, he will find out how he made the list - ...",2025-06-30
Thirty Seconds Over Tokyo,Ted W. Lawson,History,,9780760790717,221,,unread,true,One of the pilots who helped to carry out Doolittleâ€™s mission of bombing Tokyo in April 1942 furnishes details on the preparations and planning for the raid and ...,2024-05-05
This Girl,Colleen Hoover,Romance,,9781476746531,285,,unread,true,"There are two sides to every love story. Now hear Willâ€™s.

In This Girl, Will tells the story of their complicated relationship from his point of view. Their future rests on how well they deal with the past in this final installment of the beloved Slammed series.",2024-10-25
This Star Wonâ€™t Go Out,"Green, John, Earl, Esther",Autobiography,,9780525426363,431,,unread,true,"A collection of the journals, fiction, letters, and sketches of the late Esther Grace Earl, who passed away in 2010 at the age of 16. Photographs and essays by family and friends will help to tell Estherâ€™s story along with an introduction by award-winning author John Green who dedicated his #1 bestselling novel The Fault in Our Stars to her.",2025-07-27
This Will Only Hurt A Little,Busy Philipps,,,9781501184710,320,,unread,true,"INSTANT NEW YORK TIMES BESTSELLER A hilarious, heartfelt, and refreshingly honest memoir by the beloved comedic actress known for her roles on Freaks and Geeks, Dawsonâ€™s Creek, and Cougar Town who has become â€œthe breakout star of Instagram stories...Imagine I Love Lucy mixed with a modern lifestyle guruâ€ (The New Yorker). â€œYou guys!! Busy is a legit writer with a voice as clear as a bell. This book is honest, funny, intimate, and well-observed by a person who has observed some sh*t.â€ â",2024-05-05
Time Capsule 1923,Time-Life Books,,,,,,unread,true,,2026-02-15
Time Capsule 1932,Time-Life Books,,,,,,unread,true,,2026-02-15
Time Capsule 1933,Time-Life Books,,,,,,unread,true,,2026-02-15
Time Capsule 1941,Time-Life Books,,,,,,unread,true,,2026-02-15
Time Capsule 1942,Time Life Books,,,,,,unread,true,,2026-02-15
Time Capsule 1943,Time Life Books,,,,,,unread,true,,2026-02-15
Time Capsule 1944,Time-Life Books,,,,,,unread,true,,2026-02-15
Time Capsule 1959,(null) Time,,,nocode20160730163901247,,,unread,true,,2026-02-15
Time Capsule 1968,Time-Life Books,,,,,,unread,true,,2026-02-15
Time Capsule/1929,Time,History,20th Century United States history; news chronicle; year-in-review,,228,,unread,true,"A year-in-review volume that condenses 1929 as reported in TIME magazine, presenting the events, people, and cultural moments of the year through excerpted TIME stories with bridging text and black-and-white illustrations. Topics highlighted on the cover include the Stock Market Crash, Hemingwayâ€™s â€A Farewell to Arms,â€ rookie catcher Leo Durocher of the New York Yankees, the St. Valentineâ€™s Day Massacre, and Stalinâ€™s exile of Trotsky. Part of the TIME CAPSULES series, designed as a â€",2026-02-15
Time Capsule/1956,Time-Life Books,History,Year-in-review / historical summary (from Time magazine),,293,,unread,true,"A history of the year 1956 condensed from the pages of TIME magazine, summarizing major events and themes of the year. Cover highlights include: the Hungarian Revolt; Grace Kelly becoming a princess; the bus boycott in Alabama; the Suez Crisis; and Dwight D. Eisenhower defeating Adlai Stevenson in the U.S. presidential election.",2026-02-15
"Titanâ€™s Curse, The",Rick Riordan,Adventure,Fiction Youth,9781423101482,312,,unread,true,"When Percy Jackson receives an urgent distress call from his friend Grover, he immediately prepares for battle. He knows heâ€™ll need his powerful demigods allies, Annabeth and Thalia, at his side; his trusty bronze sword, Riptide; and...a ride from his mom.
 The demigods race to the rescue, to find that Grover handmade an important discovery: two new powerful half-bloods whose parentage is unknown. Butâ€™s thatâ€™s not all that awaits them. The Titan lord, Kronos, has set up his most devious tr",2024-10-25
To Kill A Mockingbird,Harper Lee,Fiction,American Literature,9780446310789,281,,unread,true,"â€™Shoot all the bluejays you want, if you can hit â€™em, but remember itâ€™s a sin to kill a mockingbird.â€™

A lawyerâ€™s advice to his children as he defends the real mockingbird of Harper Leeâ€™s classic novel - a black man charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence a",2024-09-23
Too Late,Colleen Hoover,,,9781540324160,385,,unread,true,"Sloan will go through hell and back for those she loves.

And she does, every single day.

After finding herself stuck in a relationship with the dangerous and morally corrupt Asa Jackson, Sloan will do whatever it takes to get by until sheâ€™s able to find a way out.

Nothing will get in her way.

Nothing except Carter.

Sloan is the best thing to ever happen to Asa. And if you ask Asa, heâ€™d say heâ€™s the best thing to ever happen to Sloan. Despite Sloanâ€™s disapproval of Asaâ€™s sinister l",2024-10-25
Traditional Home Remedies,Martha White,,,9780783548685,,,unread,true,,2025-01-06
Tuesdays With Morrie,Mitch Albom,Biography,2 Biography,9780767905923,199,,unread,true,"Maybe it was a grandparent, or a teacher, or a colleague. Someone older, patient and wise, who understood you when you were young and searching, helped you see the world as a more profound place, gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago. Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded, and the world seemed colder. Wouldnt you like t",2025-12-20
Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,Business,,9781591846406,236,,unread,true,"Marquet was a Naval Academy graduate and an experienced officer when selected for submarine command. Trained to give orders in the traditional model of â€œknow allâ€“tell allâ€ leadership, he faced a new wrinkle when he was shifted to the Santa Fe, a nuclear-powered submarine. Facing the high-stress environment of a sub where thereâ€™s little margin for error, he was determined to reverse the trends he found on the Santa Fe: poor morale, poor performance, and the worst retention rate in the fle",2025-01-06
Twilight,Stephenie Meyer,Fiction,,9780316038379,498,,unread,true,"Isabella Swan (Human, mind shield) + Edward Cullen (Vampire, mind reader)
Isabella Swanâ€™s move to Forks, a small, perpetually rainy town in Washington, could have been the most boring move she ever made. But once she meets the mysterious and alluring Edward Cullen, Bellaâ€™s life takes a thrilling and terrifying turn. Up until now, Edward has managed to keep his vampire identity a secret in the small community he lives in, but now nobody is safe, especially Bella, the person Edward holds most ",2025-06-29
Twisted Perfection,Abbi Glines,,,9781476756509,247,,unread,true,"Della Sloane is not your average girl. Yearning to break free of her dark and sheltered past, and the memories of the illness that claimed her mother, Della plans a solo road trip to experience real life on her own terms. But the trip is nearly cut short in the little beach town of Rosemary when she realizes she canâ€™t even pump her own gasâ€”until Woods Kerrington shows up, more than willing to help out a pretty girl in need.",2025-06-29
Ugly Love,Colleen Hoover,Romance,Erotic Romance,9781476753188,322,,unread,true,"When Tate Collins meets airline pilot Miles Archer, she doesnâ€™t think itâ€™s love at first sight. They wouldnâ€™t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesnâ€™t want love, she doesnâ€™t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the ",2024-10-25
Uncharted,Tracey Garvis Graves,Adventure,,9781507808689,,,unread,true,,2024-05-05
Uncle Tomâ€™s Cabin,Harriet Beecher Stowe,Historical Fiction,,9780451526700,,,unread,true,,2024-09-23
"Uncle Tomâ€™s Cabin, Or, Life Among The Lowly",Harriet Beecher Stowe,Biography,,9781435136427,450,,unread,true,"Presented in hardcover, this title has been carefully edited and reset in a modern design for greater readability. It includes an introduction, informative notes and a chronology of the writerâ€™s life and times to enable the reader to gain a deeper understanding of these enduring works.",2024-05-05
Under The Banner Of Heaven:A Story of Violent Faith,Jon Krakauer,History,Crime,9781400032808,399,,unread,true,"Traces the events that surrounded the 1984 murder of a woman and her child by fundamentalist Mormons Ron and Dan Lafferty, exploring the belief systems and ...",2025-12-20
Under the Lights,Abbi Glines,Romance,,9781481438889,330,,unread,true,"Willa Ames canâ€™t erase the bad decisions of her past that led her down the path sheâ€™s on now. But she can fight for forgiveness from her family. And she can protect herself by refusing to let anyone else get close to her. 

High school quarterback and town golden boy Brady Higgens used to be the best of friends with Willa- she even had a crush on him when they were kids. But thatâ€™s all changed now: her life choices have made her a different person from the girl he used to know. 

Gunner La",2025-12-20
Until the End,Abbi Glines,Drama,,9781481436205,400,,unread,true,"The backstory that fans have been clamoring for - how Rock and Trisha fell in love - is the final installment in the sizzling Sea Breeze series. Trisha Corbin always knew how to hide a bruise. And as long as it meant her mommaâ€™s boyfriends wouldnâ€™t go near her little brother, Krit, it was worth it. But dreaming that Prince Charming would ever rescue her was pointless. Rock Taylor always had a plan - a football scholarship for a major college team was within his reach - if he didnâ€™t let any",2024-10-25
Up In Flames,Abbi Glines,Romance,,9781501115394,256,,unread,true,"Meet the flame painters who best represent the talent and inspiration that give this particular art form its power, and whose stories best illustrate the ...",2024-10-25
Vampire Academy,Richelle Mead,Romance,,nocode20170718065233288,,,unread,true,"Book 1
Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earthâ€™s magic. She must be protected at all times from the Strigoi; the fiercest vampires-the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathway, Lissaâ€™s best friend, makes her a Dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them. After two years of freedom, Rose and Lissa",2026-02-15
Vergilâ€™s Aeneid,"Virgil, Boyd, Barbara Weiden",,,9780865164215,517,,unread,true,"Unsurpassed in quality and utility, Pharrâ€™s acclaimed edition includes an introduction, notes, vocabulary, appendix, and fold-out of basic vocabulary. Both paperback and clothbound now contain an ""Annotated Bibliography on Vergil, to Supplement Pharrâ€™s Aeneid, â€ by Alexander McKay, a bibliography of articles and books in English, for use in college and high school Vergil courses, for students and their teachers.",2025-06-30
Vergilâ€™s Aeneid: Hero - War - Humanity,G. B. Cobbold,,,9780865165960,386,,unread,true,â€A prose translation of Vergilâ€™s Aeneid with new illustrations and informational appendicesâ€--Provided by publisher.,2024-10-25
Verity,Colleen Hoover,Fiction,Smut,9781791392796,332,,unread,true,"Lowen Ashleigh is a struggling writer on the brink of financial ruin. When Jeremy Crawford, husband of bestselling author Verity Crawford, asks Lowen to complete the remaining books in a contract his permanently injured wife is unable to fulfill, Lowen has no choice but to accept. Lowen arrives at the Crawford home with the intention of only staying one or two nights",2024-10-25
Waiting to Be Heard,Amanda Knox,,,9780732296018,461,,unread,true,"In November 2007, Amanda Knox had been studying in Italy for only a few weeks when her friend and roommate Meredith Kercher was brutally murdered. The investigation made headlines around the world. Amanda was arrested and, with little more than basic knowledge of Italian, was subjected to harsh interrogations in which she struggled to understand the police and to make her own words understood. The subsequent trial exposed her to worldwide scrutiny and speculation, and she became a tabloid staple",2025-03-29
Walking Dead Compendium 3,Robert Kirkman,Horror,Zumbis,9781632154569,1088,,unread,true,"Just in time for the new season of The Walking Dead on AMC, the fan-favorite, New York Times bestseller series returns with its third massive paperback collection! With over 1,000 pages, this volume contains the next chapter of Robert Kirkmanâ€™s Eisner Award-winning continuing story of survival horror. Rick Grimesa dream of rebuilding civilization is tested as the people of Alexandria come into contact with other communities that have developed their own methods of survival. Collects The Walkin",2025-06-29
We Had to Be Brave,Deborah Hopkinson,Fiction,,9781338255720,368,,unread,true,"Sibert Honor author Deborah Hopkinson illuminates the true stories of Jewish children who fled Nazi Germany, risking everything to escape to safety on the Kindertransport. Ruth David was growing up in a small village in Germany when Adolf Hitler rose to power in the 1930s. Under the Nazi Party, Jewish families like Ruthâ€™s experienced rising anti-Semitic restrictions and attacks. Just going to school became dangerous. By November 1938, anti-Semitism erupted into Kristallnacht, the Night of Brok",2025-06-30
We May Dominate the World,Sean A. Mirski,,,9781541758438,512,,unread,true,"When the United States senses an existential threat, how do we respond? And what can the patterns of the past tell us about the challenges we face today? This is the untold story of how US foreign policy was born. Starting in the early 1900s, the United States went on a regional rampage of breathtaking scope and scale. There were coups and counter-coups, protectorates and annexations. Invasions were followed by occupations, and occupations by insurgencies and counter-insurgencies. Foreign capita",2024-10-25
What If?,Randall Munroe,Science,Popular Science,9780544272996,303,,unread,true,"Randall Munroe left NASA in 2005 to start up his hugely popular site XKCD â€™a web comic of romance, sarcasm, math and languageâ€™ which offers a witty take on the world of science and geeks. It now has 600,000 to a million page hits daily. Every now and then, Munroe would get emails asking him to arbitrate a science debate. â€™My friend and I were arguing about what would happen if a bullet got struck by lightning, and we agreed that you should resolve it . . . â€™ He liked these questions so m",2024-10-25
What Is Lego,Jim Oâ€™Connor,Informative,,9781338871111,,,unread,true,,2025-06-30
What To Expect When Youâ€™re Expecting,"Murkoff, Heidi, Murkoff, Heidi Eisenberg",Babies,,9780761187486,644,,unread,true,,2024-10-25
What Was Woodstock?,"Joan, Holub,",,,9780448486963,112,,unread,true,"On August 15, 1969, a music festival called â€Woodstockâ€ transformed one small dairy farm in upstate New York into a gathering place for over 400,000 young music fans. Concert-goers, called â€hippies,â€ traveled from all over the country to see their favorite musicians perform. Famous artists like The Grateful Dead played day and night in a celebration of peace, love, and happiness. Although Woodstock lasted only three days, the spirit of the festival has defined a generation and become a s",2025-06-30
When Everything Changed,Gail Collins,History,,9780316059541,,,unread,true,"A follow-up to Americaâ€™s Women by a former New York Times editorial page editor chronicles the revolution of womenâ€™s civil rights throughout the past half century, drawing on oral history and research in a variety of disciplines while ...",2024-10-25
When Iâ€™m Gone,Abbi Glines,Reference,,9781476776095,272,,unread,true,"Practical notes for those you leave behind

My information",2024-10-25
When Youâ€™re Back,Abbi Glines,,,9781476776118,,,unread,true,,2024-10-25
Where Is the Great Barrier Reef?,"Nico, Medina,",Informative,,9781338237610,108,,unread,true,"In this Where Is? title, kids can explore the Great Barrier Reef--big enough to be seen from space but made up of billions of tiny living organisms. The Great Barrier Reef, off the coast of Australia, is the worldâ€™s largest coral reef system. Stretching more than 1,400 miles, it provides a home to a wide diversity of creatures. Designated a World Heritage Site, the reef is suffering from the effects of climate change but this fascinating book shows this spectacular part of our planet.",2025-12-20
Where The Crawdads Sing,Delia Owens,Drama,Coming Of Age,9780735219090,368,,unread,true,"For years, rumors of the â€Marsh Girlâ€ have haunted Barkley Cove, a quiet town on the North Carolina coast. So in late 1969, when handsome Chase Andrews is found dead, the locals immediately suspect Kya Clark, the so-called Marsh Girl. But Kya is not what they say. Sensitive and intelligent, she has survived for years alone in the marsh that she calls home, finding friends in the gulls and lessons in the sand. Then the time comes when she yearns to be touched and loved. When two young men fro",2024-09-23
Where the Red Fern Grows,"Wilson, Rawls,",Childrenâ€™s,,9780440412670,211,,unread,true,,2024-05-05
